,long,lat,elev,rt_num,class,intensity,geometry,cluster_label
31979,83171.521,439693.354,5404,1,6,188,POINT (4.3425865181139 51.941050836639526),5
31980,83171.585,439693.716,5509,1,6,154,POINT (4.342587373061415 51.94105409820634),5
31981,83171.642,439694.036,5588,1,6,129,POINT (4.342588135002133 51.9410569814143),5
31982,83171.701,439694.376,5704,1,6,190,POINT (4.342588921844097 51.94106004462079),5
31983,83171.757,439694.692,5786,1,6,202,POINT (4.342589670080242 51.94106289175151),5
31984,83171.821,439695.055,5905,1,6,170,POINT (4.342590524819176 51.9410661623053),5
31985,83171.88,439695.395,5995,1,6,217,POINT (4.342591311661461 51.9410692255118),5
31986,83171.94,439695.733,6088,1,6,174,POINT (4.342592113462817 51.941072270873526),5
31987,83171.999,439696.079,6199,1,6,205,POINT (4.342592899051125 51.9410753880021),5
31988,83172.06,439696.413,6272,1,6,167,POINT (4.342593716229724 51.94107839754496),5
31989,83172.116,439696.736,6385,1,6,202,POINT (4.342594463003252 51.94108130758466),5
31990,83172.175,439697.064,6458,1,6,157,POINT (4.342595252354437 51.94108426294701),5
31991,83172.236,439697.408,6561,1,6,205,POINT (4.342596067443043 51.94108736235993),5
31992,83172.298,439697.767,6685,1,6,205,POINT (4.342596893937205 51.94109059670724),5
31993,83172.353,439698.086,6777,1,6,219,POINT (4.3425976270063495 51.94109347066969),5
31994,83172.411,439698.459,7031,1,6,7,POINT (4.3425983924106655 51.94109683031841),5
31998,83172.736,439698.495,1452,1,6,222,POINT (4.342603110681351 51.941097195837926),5
31999,83172.797,439698.803,1432,1,6,111,POINT (4.342603933295789 51.941099971718366),5
32000,83172.865,439699.153,1427,1,6,198,POINT (4.342604848917479 51.94110312595764),5
32001,83172.93,439699.487,1409,1,6,103,POINT (4.342605724261025 51.94110613601714),5
32002,83172.992,439699.813,1429,1,6,107,POINT (4.342606557654176 51.94110907379296),5
32003,83173.057,439700.147,1418,1,6,179,POINT (4.342607432997948 51.94111208385245),5
32004,83173.121,439700.473,1399,1,6,100,POINT (4.342608295473153 51.94111502188662),5
32005,83173.181,439700.792,1428,1,6,103,POINT (4.342609101248001 51.94111789649495),5
32006,83173.244,439701.115,1412,1,6,82,POINT (4.342609949809588 51.94112080743893),5
32007,83173.309,439701.451,1405,1,6,113,POINT (4.342610824735755 51.94112383547238),5
32008,83173.376,439701.8,1402,1,6,139,POINT (4.342611726026512 51.941126980595406),5
32009,83173.436,439702.109,1401,1,6,202,POINT (4.342612533892067 51.94112976533355),5
32010,83173.501,439702.461,1431,1,6,266,POINT (4.342613405474136 51.941132937159196),5
32034,83171.579,439691.887,5125,1,6,173,POINT (4.342587668136404 51.941037660185614),5
32035,83171.638,439692.225,5227,1,6,251,POINT (4.342588455396072 51.94104070541816),5
32036,83171.695,439692.553,5324,1,6,174,POINT (4.342589215664382 51.94104366052217),5
32037,83171.754,439692.889,5430,1,6,200,POINT (4.342590003342321 51.94104668778068),5
32038,83171.815,439693.236,5533,1,6,197,POINT (4.342590817802805 51.9410498141547),5
32039,83171.879,439693.594,5613,1,6,145,POINT (4.342591673586741 51.94105303977343),5
32040,83171.933,439693.92,5784,1,6,87,POINT (4.342592390650838 51.941055976515784),5
32041,83171.998,439694.275,5841,1,6,172,POINT (4.342593261602991 51.94105917530266),5
32042,83172.054,439694.594,5927,1,6,198,POINT (4.342594009212306 51.94106204939437),5
32043,83172.114,439694.94,6048,1,6,179,POINT (4.342594809341469 51.94106516665215),5
32044,83172.171,439695.253,6117,1,6,194,POINT (4.342595572746063 51.941067986950955),5
32045,83172.233,439695.616,6227,1,6,147,POINT (4.342596398403719 51.9410712572463),5
32046,83172.293,439695.96,6335,1,6,165,POINT (4.342597198951272 51.94107435653004),5
32047,83172.352,439696.293,6421,1,6,174,POINT (4.3425979872573635 51.94107735682742),5
32048,83172.411,439696.635,6538,1,6,202,POINT (4.342598773682289 51.94108043800791),5
32049,83172.472,439696.966,6610,1,6,145,POINT (4.342599591488463 51.941083420589656),5
32050,83172.526,439697.285,6713,1,6,174,POINT (4.342600310016761 51.941086294422945),5
32051,83172.587,439697.624,6799,1,6,168,POINT (4.342601126150901 51.94108934890079),5
32052,83172.647,439697.971,6921,1,6,207,POINT (4.342601926072005 51.94109247514551),5
32053,83172.709,439698.332,7056,1,6,447,POINT (4.342602752148619 51.941095727466774),5
32056,83173.099,439698.687,1440,1,6,157,POINT (4.342608348898244 51.94109896824044),5
32057,83173.162,439699.011,1431,1,6,132,POINT (4.342609197250405 51.9411018881714),5
32058,83173.223,439699.323,1409,1,6,198,POINT (4.34261001902919 51.94110469999986),5
32059,83173.291,439699.68,1423,1,6,140,POINT (4.342610933188206 51.941107917148166),5
32060,83173.356,439700.015,1419,1,6,119,POINT (4.342611808323223 51.94111093619465),5
32061,83173.419,439700.341,1416,1,6,93,POINT (4.342612656257775 51.94111387409961),5
32062,83173.485,439700.675,1403,1,6,77,POINT (4.342613546142966 51.94111688428819),5
32063,83173.545,439701.002,1436,1,6,123,POINT (4.342614350245961 51.94111983079261),5
32064,83173.606,439701.306,1397,1,6,107,POINT (4.342615173697609 51.94112257072493),5
32065,83173.669,439701.636,1415,1,6,94,POINT (4.342616020796487 51.941125544577886),5
32066,83173.735,439701.976,1408,1,6,177,POINT (4.342616909427964 51.94112860868856),5
32067,83173.803,439702.325,1385,1,6,212,POINT (4.342617825260165 51.941131753940745),5
32068,83173.863,439702.637,1390,1,6,138,POINT (4.342618632499104 51.94113456563989),5
32095,83171.909,439691.8,5292,1,6,181,POINT (4.3425924848161035 51.941036920949024),5
32096,83171.969,439692.142,5389,1,6,192,POINT (4.342593285780854 51.94104000225877),5
32097,83172.03,439692.487,5497,1,6,163,POINT (4.342594100659511 51.94104311065873),5
32098,83172.09,439692.823,5581,1,6,142,POINT (4.3425949028786635 51.9410461380464),5
32099,83172.144,439693.146,5706,1,6,100,POINT (4.3425956205699565 51.941049047827775),5
32103,83172.328,439694.191,6025,1,6,129,POINT (4.3425980776578195 51.94105846302689),5
32104,83172.385,439694.507,6081,1,6,179,POINT (4.342598840435419 51.941061310286685),5
32105,83172.448,439694.873,6211,1,6,205,POINT (4.342599680007002 51.94106460767229),5
32106,83172.505,439695.19,6294,1,6,171,POINT (4.342600442575774 51.94106746391909),5
32107,83172.562,439695.525,6395,1,6,172,POINT (4.342601201382103 51.94107048193211),5
32108,83172.619,439695.841,6471,1,6,152,POINT (4.342601964160099 51.941073329191866),5
32109,83172.682,439696.196,6565,1,6,179,POINT (4.342602806031457 51.94107652772031),5
32110,83172.743,439696.547,6684,1,6,142,POINT (4.34260361965724 51.94107969004225),5
32111,83172.802,439696.878,6762,1,6,179,POINT (4.342604408381915 51.94108267236558),5
32112,83172.863,439697.223,6873,1,6,217,POINT (4.342605223262093 51.941085780765476),5
32113,83172.921,439697.561,6968,1,6,209,POINT (4.342605995982867 51.94108882586871),5
32114,83172.976,439697.879,7097,1,6,417,POINT (4.342606729261594 51.94109169084407),5
32115,83173.043,439698.185,6948,1,6,340,POINT (4.342607639539672 51.9410944495256),5
32116,83173.11,439698.507,6854,1,6,448,POINT (4.342608546473402 51.941097351999304),5
32119,83173.503,439698.932,1441,1,6,202,POINT (4.34261417221446 51.941101222251156),5
32120,83173.564,439699.241,1427,1,6,184,POINT (4.342614994620628 51.94110400711851),5
32121,83173.628,439699.569,1417,1,6,135,POINT (4.342615856678119 51.94110696312666),5
32122,83173.688,439699.878,1409,1,6,110,POINT (4.342616664543581 51.94110974786485),5
32123,83173.755,439700.23,1406,1,6,112,POINT (4.342617565207389 51.94111291994884),5
32124,83173.82,439700.567,1412,1,6,165,POINT (4.342618439924894 51.94111595696928),5
32125,83173.883,439700.89,1400,1,6,139,POINT (4.342619288487054 51.94111886791316),5
32126,83173.949,439701.224,1385,1,6,93,POINT (4.342620178372784 51.94112187810174),5
32127,83174.011,439701.551,1394,1,6,149,POINT (4.342621011558143 51.94112482486447),5
32128,83174.072,439701.865,1387,1,6,170,POINT (4.342621832920027 51.94112765466682),5
32129,83174.135,439702.19,1391,1,6,248,POINT (4.342622681064568 51.9411305835847),5
32130,83174.199,439702.524,1386,1,6,209,POINT (4.342623541868909 51.94113359351486),5
32173,83172.217,439691.71,5434,1,6,195,POINT (4.34259698222315 51.94103615190897),5
32174,83172.28,439692.079,5557,1,6,202,POINT (4.34259782116705 51.94103947625558),5
32175,83172.341,439692.427,5667,1,6,198,POINT (4.342598635418922 51.9410426116166),5
32176,83172.401,439692.763,5761,1,6,165,POINT (4.342599437638372 51.941045639004216),5
32177,83172.46,439693.119,5917,1,6,8,POINT (4.342600221136436 51.941048846002914),5
32181,83172.635,439694.104,6180,1,6,14,POINT (4.342602559898946 51.941057720818485),5
32183,83172.697,439694.443,6244,1,6,181,POINT (4.342603390573632 51.94106077542552),5
32184,83172.761,439694.808,6358,1,6,201,POINT (4.342604244895471 51.94106406395322),5
32185,83172.816,439695.126,6446,1,6,211,POINT (4.342604978173692 51.941066928928635),5
32186,83172.879,439695.489,6561,1,6,162,POINT (4.342605818372917 51.94107019935315),5
32187,83172.936,439695.807,6636,1,6,159,POINT (4.342606580733142 51.941073064586945),5
32188,83172.995,439696.139,6731,1,6,195,POINT (4.342607369248869 51.9410760558972),5
32189,83173.05,439696.456,6816,1,6,145,POINT (4.342608102736511 51.94107891188563),5
32190,83173.115,439696.815,6914,1,6,218,POINT (4.342608972854106 51.941082146620396),5
32191,83173.173,439697.168,7073,1,6,289,POINT (4.342609742439648 51.941085326528786),5
32192,83173.237,439697.482,7009,1,6,293,POINT (4.342610607422838 51.941088156718784),5
32193,83173.306,439697.8,6875,1,6,257,POINT (4.342611544274564 51.94109102350282),5
32194,83173.372,439698.111,6773,1,6,235,POINT (4.342612438966879 51.9410938269902),5
32195,83173.433,439698.411,6715,1,6,242,POINT (4.342613263254052 51.941096530974455),5
32196,83173.499,439698.722,6609,1,6,232,POINT (4.34261415794658 51.94109933446182),5
32198,83173.82,439698.854,1480,1,6,244,POINT (4.342618797987471 51.94110056221715),5
32199,83173.882,439699.161,1426,1,6,186,POINT (4.342619635352879 51.94110332923963),5
32200,83173.951,439699.514,1419,1,6,126,POINT (4.342620564889574 51.94110651056902),5
32201,83174.01,439699.824,1424,1,6,193,POINT (4.3426213580053785 51.94110930416497),5
32202,83174.074,439700.151,1411,1,6,159,POINT (4.342622220272416 51.9411122511861),5
32203,83174.132,439700.458,1417,1,6,98,POINT (4.342622999474583 51.9411150176918),5
32204,83174.201,439700.808,1396,1,6,108,POINT (4.34262392963883 51.94111817206011),5
32205,83174.265,439701.146,1412,1,6,91,POINT (4.342624789606922 51.94112121793833),5
32206,83174.329,439701.47,1397,1,6,113,POINT (4.342625652501483 51.941124137998344),5
32207,83174.395,439701.809,1385,1,6,129,POINT (4.342626541342617 51.94112719312192),5
32208,83174.457,439702.132,1377,1,6,117,POINT (4.34262737536459 51.94113010393657),5
32209,83174.517,439702.445,1383,1,6,172,POINT (4.34262818239507 51.94113292462271),5
32210,83174.578,439702.773,1424,1,6,167,POINT (4.342629000831205 51.94113588024318),5
32259,83172.468,439691.676,5574,1,6,209,POINT (4.342600639093642 51.941035878777576),5
32260,83172.527,439692.014,5685,1,6,200,POINT (4.3426014263541575 51.941038924010044),5
32261,83172.583,439692.328,5760,1,6,159,POINT (4.342602175008813 51.94104175316661),5
32262,83172.646,439692.696,5890,1,6,191,POINT (4.342603014162229 51.941045068526215),5
32263,83172.707,439693.042,6001,1,6,112,POINT (4.34260382883262 51.94104818591312),5
32265,83172.823,439693.739,6312,1,6,18,POINT (4.342605369883215 51.94105446484685),5
32267,83172.886,439694.062,6288,1,6,53,POINT (4.342606218443392 51.94105737579083),5
32268,83172.943,439694.382,6385,1,6,149,POINT (4.342606980385373 51.94106025899863),5
32269,83173.002,439694.713,6456,1,6,197,POINT (4.342607769109938 51.94106324132195),5
32270,83173.061,439695.058,6573,1,6,193,POINT (4.342608554908207 51.94106634946342),5
32271,83173.124,439695.419,6692,1,6,186,POINT (4.342609395525736 51.94106960191385),5
32272,83173.181,439695.738,6766,1,6,214,POINT (4.3426101576771545 51.94107247613465),5
32273,83173.244,439696.097,6864,1,6,202,POINT (4.342610998712967 51.94107571061105),5
32274,83173.302,439696.416,6940,1,6,240,POINT (4.3426117754054925 51.941078584961),5
32275,83173.358,439696.758,7099,1,6,275,POINT (4.342612518208667 51.94108166575385),5
32276,83173.422,439697.048,6963,1,6,266,POINT (4.342613388208624 51.94108428025554),5
32277,83173.492,439697.385,6869,1,6,271,POINT (4.342614335629836 51.94108731792197),5
32278,83173.559,439697.702,6750,1,6,263,POINT (4.342615243608996 51.94109017546057),5
32279,83173.624,439698.017,6678,1,6,214,POINT (4.342616122924505 51.94109301476675),5
32280,83173.692,439698.34,6574,1,6,198,POINT (4.34261704419064 51.941095926356596),5
32281,83173.758,439698.651,6471,1,6,192,POINT (4.342617938883391 51.94109872984392),5
32282,83173.821,439698.958,6418,1,6,32,POINT (4.342618790789624 51.94110149699562),5
32285,83174.13,439699.08,1438,1,6,234,POINT (4.342623258430178 51.94110263333038),5
32286,83174.198,439699.431,1428,1,6,205,POINT (4.342624173844255 51.94110579655652),5
32287,83174.258,439699.739,1419,1,6,130,POINT (4.342624981919236 51.94110857230767),5
32288,83174.326,439700.088,1413,1,6,129,POINT (4.342625897751604 51.94111171755974),5
32289,83174.386,439700.403,1427,1,6,205,POINT (4.34262670436362 51.94111455621992),5
32290,83174.45,439700.73,1402,1,6,137,POINT (4.342627566631105 51.94111750324096),5
32291,83174.51,439701.039,1397,1,6,154,POINT (4.342628374497478 51.94112028797904),5
32292,83174.578,439701.392,1390,1,6,127,POINT (4.342629289494217 51.94112346917915),5
32293,83174.642,439701.725,1396,1,6,101,POINT (4.342630150507894 51.94112647012225),5
32294,83174.704,439702.049,1388,1,6,174,POINT (4.34263098432106 51.94112938992389),5
32295,83174.77,439702.382,1382,1,6,170,POINT (4.342631874416805 51.94113239112536),5
32296,83174.832,439702.711,1378,1,6,177,POINT (4.342632707185071 51.94113535586202),5
32297,83174.891,439703.025,1422,1,6,344,POINT (4.342633499466033 51.94113818540594),5
32344,83172.706,439691.949,5761,1,6,217,POINT (4.342604042760587 51.94103836297938),5
32345,83172.765,439692.289,5869,1,6,204,POINT (4.342604829603321 51.94104142618583),5
32346,83172.822,439692.605,5942,1,6,198,POINT (4.342605592381066 51.941044273445584),5
32347,83172.881,439692.947,6071,1,6,193,POINT (4.3426063788059475 51.94104735462607),5
32348,83172.94,439693.306,6242,1,6,18,POINT (4.342607161677452 51.941050588585746),5
32350,83173.004,439693.664,6330,1,6,65,POINT (4.342608017462576 51.94105381420435),5
32351,83173.062,439693.978,6368,1,6,170,POINT (4.342608795199683 51.94105664361928),5
32352,83173.127,439694.335,6450,1,6,142,POINT (4.342609665734962 51.94105986038),5
32353,83173.181,439694.654,6563,1,6,179,POINT (4.342610384263537 51.941062734213254),5
32354,83173.24,439694.985,6651,1,6,202,POINT (4.342611172988369 51.94106571653654),5
32355,83173.296,439695.305,6745,1,6,165,POINT (4.342611920389908 51.94106859961511),5
32356,83173.36,439695.673,6858,1,6,186,POINT (4.342612774085431 51.94107191510379),5
32357,83173.42,439696.014,6942,1,6,172,POINT (4.342613575261209 51.94107498742639),5
32358,83173.478,439696.353,7074,1,6,266,POINT (4.342614347773339 51.94107804151654),5
32359,83173.545,439696.675,6990,1,6,262,POINT (4.34261525470718 51.94108094399025),5
32360,83173.61,439696.985,6884,1,6,263,POINT (4.342616135067649 51.94108373836137),5
32361,83173.673,439697.277,6775,1,6,217,POINT (4.342616990108895 51.94108637070791),5
32362,83173.739,439697.589,6685,1,6,223,POINT (4.342617884592429 51.94108918318222),5
32363,83173.806,439697.909,6576,1,6,133,POINT (4.342618791944773 51.941092067681836),5
32364,83173.878,439698.253,6482,1,6,184,POINT (4.3426197669851465 51.94109516851568),5
32365,83173.94,439698.553,6401,1,6,207,POINT (4.342620605813699 51.94109787262909),5
32366,83174.01,439698.89,6317,1,6,219,POINT (4.34262155323568 51.941100910295454),5
32368,83174.304,439699.012,1585,1,6,230,POINT (4.342625802762571 51.9411020446923),5
32369,83174.37,439699.306,1420,1,6,121,POINT (4.342626701009412 51.94110469540031),5
32370,83174.437,439699.656,1420,1,6,113,POINT (4.342627602091885 51.94110784951026),5
32371,83174.502,439699.995,1427,1,6,145,POINT (4.342628476391923 51.941110904504654),5
32372,83174.567,439700.324,1403,1,6,124,POINT (4.342629352782322 51.94111386962894),5
32373,83174.632,439700.659,1403,1,6,120,POINT (4.342630227918693 51.941116888675246),5
32374,83174.694,439700.985,1402,1,6,195,POINT (4.342631061313643 51.941119826450894),5
32375,83174.755,439701.293,1389,1,6,200,POINT (4.342631883930215 51.9411226023311),5
32376,83174.817,439701.616,1387,1,6,191,POINT (4.342632717952448 51.94112551314572),5
32377,83174.881,439701.951,1389,1,6,129,POINT (4.3426335785483445 51.94112853206284),5
32378,83174.95,439702.304,1383,1,6,157,POINT (4.342634508086538 51.94113171339206),5
32379,83175.01,439702.619,1375,1,6,215,POINT (4.34263531469945 51.94113455205217),5
32380,83175.076,439702.975,1426,1,6,203,POINT (4.342636199988048 51.9411377599549),5
32415,83172.925,439691.87,5874,1,6,198,POINT (4.3426072437289855 51.94103768129813),5
32416,83172.984,439692.201,5944,1,6,193,POINT (4.34260803245318 51.941040663621436),5
32417,83173.045,439692.55,6056,1,6,186,POINT (4.3426088464967565 51.94104380796934),5
32418,83173.104,439692.887,6167,1,6,172,POINT (4.342609633966996 51.941046844214746),5
32419,83173.16,439693.209,6263,1,6,98,POINT (4.342610380950072 51.941049745267364),5
32420,83173.22,439693.546,6366,1,6,174,POINT (4.342611182961412 51.941052781641936),5
32421,83173.281,439693.887,6444,1,6,126,POINT (4.342611998677644 51.94105585409373),5
32422,83173.344,439694.252,6572,1,6,162,POINT (4.342612838459123 51.941059142492165),5
32423,83173.399,439694.566,6655,1,6,200,POINT (4.342613572573928 51.94106197151952),5
32424,83173.463,439694.931,6768,1,6,181,POINT (4.3426144268965325 51.941065260047154),5
32425,83173.518,439695.25,6876,1,6,182,POINT (4.342615159966397 51.94106813400951),5
32426,83173.578,439695.583,6949,1,6,224,POINT (4.342615962814487 51.94107113443597),5
32427,83173.633,439695.908,7081,1,6,262,POINT (4.342616694630385 51.94107406232042),5
32428,83173.702,439696.243,6989,1,6,271,POINT (4.34261762792876 51.94107708188359),5
32429,83173.771,439696.564,6869,1,6,243,POINT (4.342618564153629 51.94107997562861),5
32430,83173.837,439696.873,6757,1,6,191,POINT (4.342619459264217 51.94108276114188),5
32431,83173.904,439697.197,6670,1,6,232,POINT (4.34262036578043 51.941085681589556),5
32432,83173.97,439697.506,6570,1,6,165,POINT (4.34262126089124 51.941088467102794),5
32433,83174.033,439697.804,6467,1,6,197,POINT (4.342622114678719 51.941091153371374),5
32434,83174.097,439698.116,6388,1,6,193,POINT (4.342622980080851 51.94109396558729),5
32435,83174.165,439698.439,6278,1,6,195,POINT (4.342623901347449 51.941096877177074),5
32436,83174.237,439698.776,6161,1,6,279,POINT (4.3426248778514545 51.94109991510178),5
32437,83174.298,439699.076,6105,1,6,85,POINT (4.3426257021394905 51.941102619085996),5
32438,83174.331,439698.981,5209,2,6,81,POINT (4.342626201846966 51.94110176958303),5
32440,83174.53,439698.946,1616,2,6,9,POINT (4.342629102804251 51.94110148074594),5
32441,83174.596,439699.236,1435,1,6,177,POINT (4.3426300018873745 51.94110409550589),5
32442,83174.659,439699.56,1404,1,6,149,POINT (4.34263085024104 51.94110701543671),5
32443,83174.719,439699.87,1411,1,6,205,POINT (4.342631657898407 51.9411098091618),5
32444,83174.787,439700.223,1412,1,6,113,POINT (4.342632572895172 51.94111299036188),5
32445,83174.852,439700.561,1402,1,6,130,POINT (4.342633447404671 51.94111603636923),5
32446,83174.915,439700.884,1396,1,6,116,POINT (4.3426342959678035 51.941118947312994),5
32447,83174.98,439701.222,1393,1,6,134,POINT (4.342635170477532 51.94112199332032),5
32448,83175.043,439701.544,1383,1,6,129,POINT (4.34263601924991 51.94112489527705),5
32449,83175.103,439701.856,1385,1,6,130,POINT (4.342636826489866 51.941127706976154),5
32450,83175.165,439702.181,1385,1,6,135,POINT (4.342637660094468 51.9411306357647),5
32451,83175.231,439702.516,1376,1,6,222,POINT (4.342638549772636 51.94113365494013),5
32452,83175.298,439702.867,1365,1,6,152,POINT (4.342639450647485 51.941136818036966),5
32453,83175.356,439703.186,1434,1,6,427,POINT (4.34264022734286 51.94113969238673),5
32475,83173.173,439691.767,5977,1,6,145,POINT (4.342610871399781 51.941036787674925),5
32476,83173.238,439692.131,6080,1,6,200,POINT (4.342611740471641 51.941040067344815),5
32477,83173.298,439692.477,6188,1,6,186,POINT (4.342612540601657 51.941043184602485),5
32478,83173.358,439692.812,6271,1,6,170,POINT (4.342613343031082 51.941046203002976),5
32479,83173.419,439693.162,6393,1,6,162,POINT (4.342614156866103 51.94104935633787),5
32480,83173.478,439693.495,6474,1,6,165,POINT (4.342614945172903 51.94105235663518),5
32481,83173.534,439693.815,6575,1,6,170,POINT (4.342615692574467 51.94105523971376),5
32482,83173.593,439694.154,6684,1,6,162,POINT (4.342616479627309 51.941058293933125),5
32483,83173.654,439694.496,6775,1,6,212,POINT (4.342617295134976 51.94106137537191),5
32484,83173.718,439694.857,6881,1,6,195,POINT (4.342618150293949 51.94106462795145),5
32485,83173.773,439695.175,6974,1,6,186,POINT (4.34261888357307 51.94106749292679),5
32486,83173.835,439695.538,7102,1,6,351,POINT (4.342619709232414 51.94107076322199),5
32487,83173.9,439695.829,6949,1,6,248,POINT (4.34262059356446 51.94107338683983),5
32488,83173.965,439696.14,6847,1,6,235,POINT (4.34262147371609 51.94107619019796),5
32489,83174.027,439696.436,6754,1,6,205,POINT (4.342622313380502 51.94107885836332),5
32490,83174.099,439696.775,6641,1,6,167,POINT (4.342623289465966 51.94108191426206),5
32491,83174.166,439697.094,6548,1,6,177,POINT (4.342624197027538 51.94108478977463),5
32492,83174.232,439697.405,6444,1,6,212,POINT (4.34262509172052 51.941087593261884),5
32493,83174.298,439697.728,6365,1,6,198,POINT (4.342625983905309 51.94109050459329),5
32494,83174.364,439698.04,6260,1,6,237,POINT (4.342626878389489 51.94109331706756),5
32495,83174.429,439698.338,6144,1,6,198,POINT (4.342627761259216 51.941096003594474),5
32496,83174.498,439698.637,5942,1,6,236,POINT (4.3426287020836645 51.94109869962513),5
32497,83174.593,439698.88,5082,1,6,222,POINT (4.342630032677286 51.94110089574194),5
32502,83174.921,439699.498,1423,1,6,222,POINT (4.342634672919808 51.94110649208899),5
32503,83174.982,439699.809,1413,1,6,222,POINT (4.342635494909296 51.94110929493026),5
32504,83175.045,439700.136,1401,1,6,127,POINT (4.342636342636345 51.94111224182204),5
32505,83175.105,439700.446,1397,1,6,147,POINT (4.342637150294147 51.941115035547064),5
32506,83175.172,439700.799,1401,1,6,116,POINT (4.3426380507504865 51.941118216617944),5
32507,83175.237,439701.134,1402,1,6,222,POINT (4.342638925887524 51.941121235664205),5
32508,83175.3,439701.457,1384,1,6,181,POINT (4.342639774451108 51.941124146607955),5
32509,83175.365,439701.795,1393,1,6,149,POINT (4.342640648961307 51.94112719261522),5
32510,83175.427,439702.121,1394,1,6,200,POINT (4.342641482357127 51.94113013039081),5
32511,83175.488,439702.426,1382,1,6,219,POINT (4.3426423056015935 51.94113287930991),5
32512,83175.552,439702.756,1375,1,6,248,POINT (4.342643167243382 51.941135853291875),5
32513,83173.443,439691.7,6106,1,6,193,POINT (4.34261481144505 51.94103622042629),5
32514,83173.503,439692.043,6218,1,6,191,POINT (4.342615612202292 51.94103931072292),5
32515,83173.558,439692.358,6298,1,6,158,POINT (4.342616346107928 51.94104214873721),5
32516,83173.623,439692.722,6402,1,6,162,POINT (4.342617215180292 51.941045428407044),5
32517,83173.683,439693.067,6511,1,6,200,POINT (4.342618015519806 51.941048536677656),5
32518,83173.742,439693.399,6603,1,6,174,POINT (4.342618804035877 51.94105152798793),5
32519,83173.803,439693.745,6711,1,6,184,POINT (4.342619618707478 51.94105464537475),5
32520,83173.861,439694.081,6806,1,6,172,POINT (4.3426203918467605 51.941057672503845),5
32521,83173.919,439694.406,6896,1,6,209,POINT (4.342621167285426 51.941060600775806),5
32522,83173.977,439694.737,6992,1,6,181,POINT (4.342621941470041 51.94106358296983),5
32523,83174.038,439695.087,7110,1,6,299,POINT (4.34262275530597 51.94106673630466),5
32524,83174.11,439695.408,6919,1,6,292,POINT (4.342623735153664 51.941069630437205),5
32525,83174.171,439695.702,6826,1,6,229,POINT (4.342624560695237 51.94107228049932),5
32526,83174.243,439696.038,6714,1,6,222,POINT (4.34262553740779 51.94107530943701),5
32527,83174.305,439696.337,6617,1,6,157,POINT (4.342626376445352 51.9410780045634),5
32528,83174.371,439696.65,6527,1,6,159,POINT (4.342627270720289 51.94108082602469),5
32529,83174.434,439696.948,6422,1,6,205,POINT (4.3426281245079865 51.9410835122932),5
32530,83174.505,439697.289,6326,1,6,239,POINT (4.34262908563499 51.94108658603674),5
32531,83174.573,439697.607,6227,1,6,205,POINT (4.342630007946958 51.94108945269148),5
32532,83174.638,439697.918,6130,1,6,179,POINT (4.342630888099483 51.941092256049465),5
32533,83174.708,439698.228,5947,1,6,222,POINT (4.34263184116569 51.94109505106642),5
32534,83174.803,439698.456,5051,1,6,253,POINT (4.342633174894712 51.941097112378024),5
32535,83174.866,439698.756,4955,1,6,212,POINT (4.34263402826502 51.941099816620536),5
32536,83174.932,439699.076,4898,1,6,209,POINT (4.342634921077698 51.941102700990825),5
32537,83174.997,439699.411,4876,1,6,6,POINT (4.342635796214229 51.94110572003709),5
32539,83175.189,439699.393,1450,1,6,222,POINT (4.342638591831936 51.941105583074695),5
32540,83175.249,439699.7,1419,1,6,222,POINT (4.342639400116829 51.941108349838686),5
32541,83175.318,439700.051,1413,1,6,172,POINT (4.342640330073071 51.9411115131939),5
32542,83175.377,439700.358,1400,1,6,139,POINT (4.342641123817259 51.94111427982868),5
32543,83175.44,439700.685,1420,1,6,127,POINT (4.3426419715447695 51.94111722672045),5
32544,83175.501,439700.995,1389,1,6,205,POINT (4.342642793743927 51.94112002057459),5
32545,83175.569,439701.351,1386,1,6,207,POINT (4.342643708114618 51.94112322873566),5
32546,83173.767,439691.958,6342,1,6,227,POINT (4.3426194687648465 51.94103858093277),5
32547,83173.825,439692.276,6412,1,6,232,POINT (4.342620245666313 51.94104144629566),5
32548,83173.883,439692.612,6522,1,6,256,POINT (4.342621018805415 51.94104447342475),5
32549,83173.941,439692.935,6600,1,6,147,POINT (4.3426217946619525 51.9410473837227),5
32550,83174.004,439693.3,6720,1,6,181,POINT (4.3426226344439955 51.9410506721211),5
32551,83174.064,439693.646,6843,1,6,281,POINT (4.342623434574953 51.94105378937869),5
32552,83174.124,439693.981,6926,1,6,217,POINT (4.342624237005294 51.941056807779155),5
32553,83174.183,439694.331,7079,1,6,237,POINT (4.3426250217594715 51.9410599608556),5
32554,83174.244,439694.649,7073,1,6,222,POINT (4.342625842284351 51.94106282660601),5
32555,83174.309,439694.937,6909,1,6,265,POINT (4.342626727243675 51.94106542326279),5
32556,83174.375,439695.248,6809,1,6,195,POINT (4.342627621936437 51.94106822675005),5
32557,83174.443,439695.577,6709,1,6,179,POINT (4.342628541948673 51.94107119226188),5
32558,83174.514,439695.909,6589,1,6,181,POINT (4.342629504956665 51.94107418512236),5
32559,83174.577,439696.208,6494,1,6,195,POINT (4.34263035853535 51.94107688037781),5
32560,83174.647,439696.544,6404,1,6,149,POINT (4.3426313061665835 51.94107990905713),5
32561,83174.709,439696.842,6317,1,6,154,POINT (4.3426321454136 51.94108259519643),5
